ontology,ontology_code,profile,dataset,name,description,visibility,ETL_type
hgnc,ENSG00000105550,GENOMIC,htseq_counts.csv,ENSG00000105550.10,,PUBLIC,integer
hgnc,ENSG00000125508,GENOMIC,htseq_counts.csv,ENSG00000125508.4,,PUBLIC,integer
hgnc,ENSG00000110218,GENOMIC,htseq_counts.csv,ENSG00000110218.9,,PUBLIC,integer
hgnc,ENSG00000258830,GENOMIC,htseq_counts.csv,ENSG00000258830.1,,PUBLIC,integer
hgnc,ENSG00000284837,GENOMIC,htseq_counts.csv,ENSG00000284837.1,,PUBLIC,integer
hgnc,ENSG00000228753,GENOMIC,htseq_counts.csv,ENSG00000228753.1,,PUBLIC,integer
hgnc,ENSG00000234979,GENOMIC,htseq_counts.csv,ENSG00000234979.1,,PUBLIC,integer
hgnc,ENSG00000266433,GENOMIC,htseq_counts.csv,ENSG00000266433.6,,PUBLIC,integer
hgnc,ENSG00000188306,GENOMIC,htseq_counts.csv,ENSG00000188306.6,,PUBLIC,integer
hgnc,ENSG00000229644,GENOMIC,htseq_counts.csv,ENSG00000229644.6,,PUBLIC,integer
hgnc,ENSG00000213657,GENOMIC,htseq_counts.csv,ENSG00000213657.3,,PUBLIC,integer
hgnc,ENSG00000243777,GENOMIC,htseq_counts.csv,ENSG00000243777.1,,PUBLIC,integer
hgnc,ENSG00000131477,GENOMIC,htseq_counts.csv,ENSG00000131477.11,,PUBLIC,integer
hgnc,ENSG00000183765,GENOMIC,htseq_counts.csv,ENSG00000183765.23,,PUBLIC,integer
hgnc,ENSG00000188257,GENOMIC,htseq_counts.csv,ENSG00000188257.12,,PUBLIC,integer
hgnc,ENSG00000261949,GENOMIC,htseq_counts.csv,ENSG00000261949.7,,PUBLIC,integer
hgnc,ENSG00000105556,GENOMIC,htseq_counts.csv,ENSG00000105556.12,,PUBLIC,integer
hgnc,ENSG00000236115,GENOMIC,htseq_counts.csv,ENSG00000236115.1,,PUBLIC,integer
hgnc,ENSG00000183066,GENOMIC,htseq_counts.csv,ENSG00000183066.14,,PUBLIC,integer
hgnc,ENSG00000267184,GENOMIC,htseq_counts.csv,ENSG00000267184.1,,PUBLIC,integer
hgnc,ENSG00000100376,GENOMIC,htseq_counts.csv,ENSG00000100376.12,,PUBLIC,integer
hgnc,ENSG00000180957,GENOMIC,htseq_counts.csv,ENSG00000180957.18,,PUBLIC,integer
hgnc,ENSG00000166546,GENOMIC,htseq_counts.csv,ENSG00000166546.14,,PUBLIC,integer
hgnc,ENSG00000070031,GENOMIC,htseq_counts.csv,ENSG00000070031.4,,PUBLIC,integer
hgnc,ENSG00000260740,GENOMIC,htseq_counts.csv,ENSG00000260740.2,,PUBLIC,integer
hgnc,ENSG00000286786,GENOMIC,htseq_counts.csv,ENSG00000286786.1,,PUBLIC,integer
hgnc,ENSG00000181264,GENOMIC,htseq_counts.csv,ENSG00000181264.9,,PUBLIC,integer
hgnc,ENSG00000130940,GENOMIC,htseq_counts.csv,ENSG00000130940.15,,PUBLIC,integer
hgnc,ENSG00000180871,GENOMIC,htseq_counts.csv,ENSG00000180871.8,,PUBLIC,integer
hgnc,ENSG00000261606,GENOMIC,htseq_counts.csv,ENSG00000261606.5,,PUBLIC,integer
hgnc,ENSG00000203989,GENOMIC,htseq_counts.csv,ENSG00000203989.5,,PUBLIC,integer
hgnc,ENSG00000233654,GENOMIC,htseq_counts.csv,ENSG00000233654.2,,PUBLIC,integer
hgnc,ENSG00000196566,GENOMIC,htseq_counts.csv,ENSG00000196566.2,,PUBLIC,integer
hgnc,ENSG00000166471,GENOMIC,htseq_counts.csv,ENSG00000166471.11,,PUBLIC,integer
hgnc,ENSG00000224195,GENOMIC,htseq_counts.csv,ENSG00000224195.1,,PUBLIC,integer
hgnc,ENSG00000224302,GENOMIC,htseq_counts.csv,ENSG00000224302.1,,PUBLIC,integer
hgnc,ENSG00000224535,GENOMIC,htseq_counts.csv,ENSG00000224535.2,,PUBLIC,integer
hgnc,ENSG00000141560,GENOMIC,htseq_counts.csv,ENSG00000141560.15,,PUBLIC,integer
hgnc,ENSG00000243694,GENOMIC,htseq_counts.csv,ENSG00000243694.3,,PUBLIC,integer
hgnc,ENSG00000226930,GENOMIC,htseq_counts.csv,ENSG00000226930.1,,PUBLIC,integer
hgnc,ENSG00000146070,GENOMIC,htseq_counts.csv,ENSG00000146070.17,,PUBLIC,integer
hgnc,ENSG00000264187,GENOMIC,htseq_counts.csv,ENSG00000264187.1,,PUBLIC,integer
hgnc,ENSG00000269043,GENOMIC,htseq_counts.csv,ENSG00000269043.2,,PUBLIC,integer
hgnc,ENSG00000237863,GENOMIC,htseq_counts.csv,ENSG00000237863.3,,PUBLIC,integer
hgnc,ENSG00000283020,GENOMIC,htseq_counts.csv,ENSG00000283020.1,,PUBLIC,integer
hgnc,ENSG00000134910,GENOMIC,htseq_counts.csv,ENSG00000134910.14,,PUBLIC,integer
hgnc,ENSG00000286092,GENOMIC,htseq_counts.csv,ENSG00000286092.1,,PUBLIC,integer
hgnc,ENSG00000133958,GENOMIC,htseq_counts.csv,ENSG00000133958.13,,PUBLIC,integer
hgnc,ENSG00000143921,GENOMIC,htseq_counts.csv,ENSG00000143921.9,,PUBLIC,integer
hgnc,ENSG00000257456,GENOMIC,htseq_counts.csv,ENSG00000257456.1,,PUBLIC,integer
hgnc,ENSG00000140104,GENOMIC,htseq_counts.csv,ENSG00000140104.14,,PUBLIC,integer
hgnc,ENSG00000240418,GENOMIC,htseq_counts.csv,ENSG00000240418.1,,PUBLIC,integer
hgnc,ENSG00000197958,GENOMIC,htseq_counts.csv,ENSG00000197958.13,,PUBLIC,integer
hgnc,ENSG00000210154,GENOMIC,htseq_counts.csv,ENSG00000210154.1,,PUBLIC,integer
hgnc,ENSG00000227166,GENOMIC,htseq_counts.csv,ENSG00000227166.1,,PUBLIC,integer
hgnc,ENSG00000256249,GENOMIC,htseq_counts.csv,ENSG00000256249.1,,PUBLIC,integer
hgnc,ENSG00000124610,GENOMIC,htseq_counts.csv,ENSG00000124610.5,,PUBLIC,integer
hgnc,ENSG00000279971,GENOMIC,htseq_counts.csv,ENSG00000279971.1,,PUBLIC,integer
hgnc,ENSG00000225992,GENOMIC,htseq_counts.csv,ENSG00000225992.1,,PUBLIC,integer
hgnc,ENSG00000255357,GENOMIC,htseq_counts.csv,ENSG00000255357.2,,PUBLIC,integer
hgnc,ENSG00000183304,GENOMIC,htseq_counts.csv,ENSG00000183304.10,,PUBLIC,integer
hgnc,ENSG00000168477,GENOMIC,htseq_counts.csv,ENSG00000168477.19,,PUBLIC,integer
hgnc,ENSG00000204217,GENOMIC,htseq_counts.csv,ENSG00000204217.15,,PUBLIC,integer
hgnc,ENSG00000178732,GENOMIC,htseq_counts.csv,ENSG00000178732.5,,PUBLIC,integer
hgnc,ENSG00000248635,GENOMIC,htseq_counts.csv,ENSG00000248635.1,,PUBLIC,integer
hgnc,ENSG00000287694,GENOMIC,htseq_counts.csv,ENSG00000287694.1,,PUBLIC,integer
hgnc,ENSG00000137185,GENOMIC,htseq_counts.csv,ENSG00000137185.13,,PUBLIC,integer
hgnc,ENSG00000215734,GENOMIC,htseq_counts.csv,ENSG00000215734.3,,PUBLIC,integer
hgnc,ENSG00000273489,GENOMIC,htseq_counts.csv,ENSG00000273489.1,,PUBLIC,integer
hgnc,ENSG00000024526,GENOMIC,htseq_counts.csv,ENSG00000024526.17,,PUBLIC,integer
hgnc,ENSG00000267149,GENOMIC,htseq_counts.csv,ENSG00000267149.2,,PUBLIC,integer
hgnc,ENSG00000151881,GENOMIC,htseq_counts.csv,ENSG00000151881.15,,PUBLIC,integer
hgnc,ENSG00000223375,GENOMIC,htseq_counts.csv,ENSG00000223375.1,,PUBLIC,integer
hgnc,ENSG00000143369,GENOMIC,htseq_counts.csv,ENSG00000143369.15,,PUBLIC,integer
hgnc,ENSG00000173947,GENOMIC,htseq_counts.csv,ENSG00000173947.14,,PUBLIC,integer
hgnc,ENSG00000225752,GENOMIC,htseq_counts.csv,ENSG00000225752.1,,PUBLIC,integer
hgnc,ENSG00000185105,GENOMIC,htseq_counts.csv,ENSG00000185105.5,,PUBLIC,integer
hgnc,ENSG00000048462,GENOMIC,htseq_counts.csv,ENSG00000048462.11,,PUBLIC,integer
hgnc,ENSG00000155090,GENOMIC,htseq_counts.csv,ENSG00000155090.15,,PUBLIC,integer
hgnc,ENSG00000167895,GENOMIC,htseq_counts.csv,ENSG00000167895.15,,PUBLIC,integer
hgnc,ENSG00000255491,GENOMIC,htseq_counts.csv,ENSG00000255491.3,,PUBLIC,integer
hgnc,ENSG00000102145,GENOMIC,htseq_counts.csv,ENSG00000102145.15,,PUBLIC,integer
hgnc,ENSG00000267392,GENOMIC,htseq_counts.csv,ENSG00000267392.3,,PUBLIC,integer
hgnc,ENSG00000198283,GENOMIC,htseq_counts.csv,ENSG00000198283.3,,PUBLIC,integer
hgnc,ENSG00000229261,GENOMIC,htseq_counts.csv,ENSG00000229261.1,,PUBLIC,integer
hgnc,ENSG00000170100,GENOMIC,htseq_counts.csv,ENSG00000170100.14,,PUBLIC,integer
hgnc,ENSG00000047648,GENOMIC,htseq_counts.csv,ENSG00000047648.23,,PUBLIC,integer
hgnc,ENSG00000233664,GENOMIC,htseq_counts.csv,ENSG00000233664.1,,PUBLIC,integer
hgnc,ENSG00000260207,GENOMIC,htseq_counts.csv,ENSG00000260207.1,,PUBLIC,integer
hgnc,ENSG00000159761,GENOMIC,htseq_counts.csv,ENSG00000159761.15,,PUBLIC,integer
hgnc,ENSG00000123594,GENOMIC,htseq_counts.csv,ENSG00000123594.6,,PUBLIC,integer
hgnc,ENSG00000185909,GENOMIC,htseq_counts.csv,ENSG00000185909.15,,PUBLIC,integer
hgnc,ENSG00000250385,GENOMIC,htseq_counts.csv,ENSG00000250385.2,,PUBLIC,integer
hgnc,ENSG00000106868,GENOMIC,htseq_counts.csv,ENSG00000106868.17,,PUBLIC,integer
hgnc,ENSG00000283069,GENOMIC,htseq_counts.csv,ENSG00000283069.1,,PUBLIC,integer
hgnc,ENSG00000126233,GENOMIC,htseq_counts.csv,ENSG00000126233.2,,PUBLIC,integer
hgnc,ENSG00000113657,GENOMIC,htseq_counts.csv,ENSG00000113657.13,,PUBLIC,integer
hgnc,ENSG00000229886,GENOMIC,htseq_counts.csv,ENSG00000229886.1,,PUBLIC,integer
hgnc,ENSG00000175202,GENOMIC,htseq_counts.csv,ENSG00000175202.6,,PUBLIC,integer
hgnc,ENSG00000232241,GENOMIC,htseq_counts.csv,ENSG00000232241.1,,PUBLIC,integer
hgnc,ENSG00000138271,GENOMIC,htseq_counts.csv,ENSG00000138271.6,,PUBLIC,integer
hgnc,ENSG00000279243,GENOMIC,htseq_counts.csv,ENSG00000279243.3,,PUBLIC,integer
hgnc,ENSG00000203865,GENOMIC,htseq_counts.csv,ENSG00000203865.11,,PUBLIC,integer
hgnc,ENSG00000108684,GENOMIC,htseq_counts.csv,ENSG00000108684.15,,PUBLIC,integer
hgnc,ENSG00000261335,GENOMIC,htseq_counts.csv,ENSG00000261335.1,,PUBLIC,integer
hgnc,ENSG00000024048,GENOMIC,htseq_counts.csv,ENSG00000024048.11,,PUBLIC,integer
hgnc,ENSG00000239705,GENOMIC,htseq_counts.csv,ENSG00000239705.2,,PUBLIC,integer
hgnc,ENSG00000261243,GENOMIC,htseq_counts.csv,ENSG00000261243.1,,PUBLIC,integer
hgnc,ENSG00000154493,GENOMIC,htseq_counts.csv,ENSG00000154493.20,,PUBLIC,integer
hgnc,ENSG00000181585,GENOMIC,htseq_counts.csv,ENSG00000181585.7,,PUBLIC,integer
hgnc,ENSG00000182263,GENOMIC,htseq_counts.csv,ENSG00000182263.14,,PUBLIC,integer
hgnc,ENSG00000100297,GENOMIC,htseq_counts.csv,ENSG00000100297.16,,PUBLIC,integer
hgnc,ENSG00000230882,GENOMIC,htseq_counts.csv,ENSG00000230882.1,,PUBLIC,integer
hgnc,ENSG00000143631,GENOMIC,htseq_counts.csv,ENSG00000143631.11,,PUBLIC,integer
hgnc,ENSG00000179115,GENOMIC,htseq_counts.csv,ENSG00000179115.11,,PUBLIC,integer
hgnc,ENSG00000119725,GENOMIC,htseq_counts.csv,ENSG00000119725.20,,PUBLIC,integer
hgnc,ENSG00000102524,GENOMIC,htseq_counts.csv,ENSG00000102524.12,,PUBLIC,integer
hgnc,ENSG00000150676,GENOMIC,htseq_counts.csv,ENSG00000150676.13,,PUBLIC,integer
hgnc,ENSG00000259031,GENOMIC,htseq_counts.csv,ENSG00000259031.1,,PUBLIC,integer
hgnc,ENSG00000282916,GENOMIC,htseq_counts.csv,ENSG00000282916.2,,PUBLIC,integer
hgnc,ENSG00000102882,GENOMIC,htseq_counts.csv,ENSG00000102882.12,,PUBLIC,integer
hgnc,ENSG00000232423,GENOMIC,htseq_counts.csv,ENSG00000232423.6,,PUBLIC,integer
hgnc,ENSG00000253230,GENOMIC,htseq_counts.csv,ENSG00000253230.9,,PUBLIC,integer
hgnc,ENSG00000278705,GENOMIC,htseq_counts.csv,ENSG00000278705.2,,PUBLIC,integer
hgnc,ENSG00000275356,GENOMIC,htseq_counts.csv,ENSG00000275356.5,,PUBLIC,integer
hgnc,ENSG00000248853,GENOMIC,htseq_counts.csv,ENSG00000248853.1,,PUBLIC,integer
hgnc,ENSG00000168356,GENOMIC,htseq_counts.csv,ENSG00000168356.13,,PUBLIC,integer
hgnc,ENSG00000280161,GENOMIC,htseq_counts.csv,ENSG00000280161.1,,PUBLIC,integer
hgnc,ENSG00000258317,GENOMIC,htseq_counts.csv,ENSG00000258317.1,,PUBLIC,integer
hgnc,ENSG00000246283,GENOMIC,htseq_counts.csv,ENSG00000246283.2,,PUBLIC,integer
hgnc,ENSG00000251484,GENOMIC,htseq_counts.csv,ENSG00000251484.3,,PUBLIC,integer
hgnc,ENSG00000237415,GENOMIC,htseq_counts.csv,ENSG00000237415.2,,PUBLIC,integer
hgnc,ENSG00000230951,GENOMIC,htseq_counts.csv,ENSG00000230951.1,,PUBLIC,integer
hgnc,ENSG00000253121,GENOMIC,htseq_counts.csv,ENSG00000253121.1,,PUBLIC,integer
hgnc,ENSG00000106617,GENOMIC,htseq_counts.csv,ENSG00000106617.15,,PUBLIC,integer
hgnc,ENSG00000228658,GENOMIC,htseq_counts.csv,ENSG00000228658.1,,PUBLIC,integer
hgnc,ENSG00000262050,GENOMIC,htseq_counts.csv,ENSG00000262050.1,,PUBLIC,integer
hgnc,ENSG00000116455,GENOMIC,htseq_counts.csv,ENSG00000116455.14,,PUBLIC,integer
hgnc,ENSG00000143776,GENOMIC,htseq_counts.csv,ENSG00000143776.19,,PUBLIC,integer
hgnc,ENSG00000260062,GENOMIC,htseq_counts.csv,ENSG00000260062.3,,PUBLIC,integer
hgnc,ENSG00000229309,GENOMIC,htseq_counts.csv,ENSG00000229309.2,,PUBLIC,integer
hgnc,ENSG00000286262,GENOMIC,htseq_counts.csv,ENSG00000286262.1,,PUBLIC,integer
hgnc,ENSG00000281333,GENOMIC,htseq_counts.csv,ENSG00000281333.2,,PUBLIC,integer
hgnc,ENSG00000089199,GENOMIC,htseq_counts.csv,ENSG00000089199.10,,PUBLIC,integer
hgnc,ENSG00000171217,GENOMIC,htseq_counts.csv,ENSG00000171217.5,,PUBLIC,integer
hgnc,ENSG00000226792,GENOMIC,htseq_counts.csv,ENSG00000226792.7,,PUBLIC,integer
hgnc,ENSG00000235096,GENOMIC,htseq_counts.csv,ENSG00000235096.2,,PUBLIC,integer
hgnc,ENSG00000267192,GENOMIC,htseq_counts.csv,ENSG00000267192.1,,PUBLIC,integer
hgnc,ENSG00000034533,GENOMIC,htseq_counts.csv,ENSG00000034533.12,,PUBLIC,integer
hgnc,ENSG00000080709,GENOMIC,htseq_counts.csv,ENSG00000080709.16,,PUBLIC,integer
hgnc,ENSG00000082701,GENOMIC,htseq_counts.csv,ENSG00000082701.17,,PUBLIC,integer
hgnc,ENSG00000175445,GENOMIC,htseq_counts.csv,ENSG00000175445.17,,PUBLIC,integer
hgnc,ENSG00000260158,GENOMIC,htseq_counts.csv,ENSG00000260158.1,,PUBLIC,integer
hgnc,ENSG00000134444,GENOMIC,htseq_counts.csv,ENSG00000134444.15,,PUBLIC,integer
hgnc,ENSG00000237619,GENOMIC,htseq_counts.csv,ENSG00000237619.2,,PUBLIC,integer
hgnc,ENSG00000249624,GENOMIC,htseq_counts.csv,ENSG00000249624.10,,PUBLIC,integer
hgnc,ENSG00000281974,GENOMIC,htseq_counts.csv,ENSG00000281974.1,,PUBLIC,integer
hgnc,ENSG00000110046,GENOMIC,htseq_counts.csv,ENSG00000110046.13,,PUBLIC,integer
hgnc,ENSG00000254208,GENOMIC,htseq_counts.csv,ENSG00000254208.1,,PUBLIC,integer
hgnc,ENSG00000188624,GENOMIC,htseq_counts.csv,ENSG00000188624.3,,PUBLIC,integer
hgnc,ENSG00000240490,GENOMIC,htseq_counts.csv,ENSG00000240490.3,,PUBLIC,integer
hgnc,ENSG00000187189,GENOMIC,htseq_counts.csv,ENSG00000187189.11,,PUBLIC,integer
hgnc,ENSG00000256950,GENOMIC,htseq_counts.csv,ENSG00000256950.2,,PUBLIC,integer
hgnc,ENSG00000185860,GENOMIC,htseq_counts.csv,ENSG00000185860.13,,PUBLIC,integer
hgnc,ENSG00000226699,GENOMIC,htseq_counts.csv,ENSG00000226699.1,,PUBLIC,integer
hgnc,ENSG00000237941,GENOMIC,htseq_counts.csv,ENSG00000237941.2,,PUBLIC,integer
hgnc,ENSG00000224578,GENOMIC,htseq_counts.csv,ENSG00000224578.5,,PUBLIC,integer
hgnc,ENSG00000230227,GENOMIC,htseq_counts.csv,ENSG00000230227.4,,PUBLIC,integer
hgnc,ENSG00000283434,GENOMIC,htseq_counts.csv,ENSG00000283434.2,,PUBLIC,integer
hgnc,ENSG00000287414,GENOMIC,htseq_counts.csv,ENSG00000287414.1,,PUBLIC,integer
hgnc,ENSG00000184672,GENOMIC,htseq_counts.csv,ENSG00000184672.12,,PUBLIC,integer
hgnc,ENSG00000264193,GENOMIC,htseq_counts.csv,ENSG00000264193.1,,PUBLIC,integer
hgnc,ENSG00000257222,GENOMIC,htseq_counts.csv,ENSG00000257222.1,,PUBLIC,integer
hgnc,ENSG00000154930,GENOMIC,htseq_counts.csv,ENSG00000154930.15,,PUBLIC,integer
hgnc,ENSG00000231944,GENOMIC,htseq_counts.csv,ENSG00000231944.1,,PUBLIC,integer
hgnc,ENSG00000111046,GENOMIC,htseq_counts.csv,ENSG00000111046.4,,PUBLIC,integer
hgnc,ENSG00000164086,GENOMIC,htseq_counts.csv,ENSG00000164086.10,,PUBLIC,integer
hgnc,ENSG00000129009,GENOMIC,htseq_counts.csv,ENSG00000129009.13,,PUBLIC,integer
hgnc,ENSG00000236799,GENOMIC,htseq_counts.csv,ENSG00000236799.1,,PUBLIC,integer
hgnc,ENSG00000281097,GENOMIC,htseq_counts.csv,ENSG00000281097.1,,PUBLIC,integer
hgnc,ENSG00000237734,GENOMIC,htseq_counts.csv,ENSG00000237734.1,,PUBLIC,integer
hgnc,ENSG00000284934,GENOMIC,htseq_counts.csv,ENSG00000284934.2,,PUBLIC,integer
hgnc,ENSG00000254913,GENOMIC,htseq_counts.csv,ENSG00000254913.1,,PUBLIC,integer
hgnc,ENSG00000184634,GENOMIC,htseq_counts.csv,ENSG00000184634.16,,PUBLIC,integer
hgnc,ENSG00000213023,GENOMIC,htseq_counts.csv,ENSG00000213023.11,,PUBLIC,integer
hgnc,ENSG00000144744,GENOMIC,htseq_counts.csv,ENSG00000144744.17,,PUBLIC,integer
hgnc,ENSG00000169325,GENOMIC,htseq_counts.csv,ENSG00000169325.10,,PUBLIC,integer
hgnc,ENSG00000156504,GENOMIC,htseq_counts.csv,ENSG00000156504.17,,PUBLIC,integer
hgnc,ENSG00000145975,GENOMIC,htseq_counts.csv,ENSG00000145975.15,,PUBLIC,integer
hgnc,ENSG00000106128,GENOMIC,htseq_counts.csv,ENSG00000106128.19,,PUBLIC,integer
hgnc,ENSG00000177551,GENOMIC,htseq_counts.csv,ENSG00000177551.5,,PUBLIC,integer
hgnc,ENSG00000267598,GENOMIC,htseq_counts.csv,ENSG00000267598.1,,PUBLIC,integer
hgnc,ENSG00000234160,GENOMIC,htseq_counts.csv,ENSG00000234160.1,,PUBLIC,integer
hgnc,ENSG00000253858,GENOMIC,htseq_counts.csv,ENSG00000253858.1,,PUBLIC,integer
hgnc,ENSG00000265096,GENOMIC,htseq_counts.csv,ENSG00000265096.2,,PUBLIC,integer
hgnc,ENSG00000286115,GENOMIC,htseq_counts.csv,ENSG00000286115.1,,PUBLIC,integer
hgnc,ENSG00000219986,GENOMIC,htseq_counts.csv,ENSG00000219986.2,,PUBLIC,integer
hgnc,ENSG00000229663,GENOMIC,htseq_counts.csv,ENSG00000229663.1,,PUBLIC,integer
hgnc,ENSG00000248642,GENOMIC,htseq_counts.csv,ENSG00000248642.1,,PUBLIC,integer
hgnc,ENSG00000280294,GENOMIC,htseq_counts.csv,ENSG00000280294.1,,PUBLIC,integer
hgnc,ENSG00000236893,GENOMIC,htseq_counts.csv,ENSG00000236893.1,,PUBLIC,integer
hgnc,ENSG00000266824,GENOMIC,htseq_counts.csv,ENSG00000266824.1,,PUBLIC,integer
hgnc,ENSG00000170667,GENOMIC,htseq_counts.csv,ENSG00000170667.15,,PUBLIC,integer
hgnc,ENSG00000125450,GENOMIC,htseq_counts.csv,ENSG00000125450.11,,PUBLIC,integer
hgnc,ENSG00000236009,GENOMIC,htseq_counts.csv,ENSG00000236009.1,,PUBLIC,integer
hgnc,ENSG00000223621,GENOMIC,htseq_counts.csv,ENSG00000223621.1,,PUBLIC,integer
hgnc,ENSG00000107317,GENOMIC,htseq_counts.csv,ENSG00000107317.13,,PUBLIC,integer
hgnc,ENSG00000263956,GENOMIC,htseq_counts.csv,ENSG00000263956.7,,PUBLIC,integer
hgnc,ENSG00000214073,GENOMIC,htseq_counts.csv,ENSG00000214073.2,,PUBLIC,integer
hgnc,ENSG00000262202,GENOMIC,htseq_counts.csv,ENSG00000262202.4,,PUBLIC,integer
hgnc,ENSG00000121940,GENOMIC,htseq_counts.csv,ENSG00000121940.16,,PUBLIC,integer
hgnc,ENSG00000124743,GENOMIC,htseq_counts.csv,ENSG00000124743.6,,PUBLIC,integer
hgnc,ENSG00000284657,GENOMIC,htseq_counts.csv,ENSG00000284657.1,,PUBLIC,integer
hgnc,ENSG00000229851,GENOMIC,htseq_counts.csv,ENSG00000229851.1,,PUBLIC,integer
hgnc,ENSG00000102575,GENOMIC,htseq_counts.csv,ENSG00000102575.13,,PUBLIC,integer
hgnc,ENSG00000130427,GENOMIC,htseq_counts.csv,ENSG00000130427.3,,PUBLIC,integer
hgnc,ENSG00000214413,GENOMIC,htseq_counts.csv,ENSG00000214413.9,,PUBLIC,integer
hgnc,ENSG00000259792,GENOMIC,htseq_counts.csv,ENSG00000259792.1,,PUBLIC,integer
hgnc,ENSG00000228502,GENOMIC,htseq_counts.csv,ENSG00000228502.1,,PUBLIC,integer
hgnc,ENSG00000171496,GENOMIC,htseq_counts.csv,ENSG00000171496.5,,PUBLIC,integer
hgnc,ENSG00000248364,GENOMIC,htseq_counts.csv,ENSG00000248364.1,,PUBLIC,integer
hgnc,ENSG00000253752,GENOMIC,htseq_counts.csv,ENSG00000253752.1,,PUBLIC,integer
hgnc,ENSG00000176302,GENOMIC,htseq_counts.csv,ENSG00000176302.13,,PUBLIC,integer
hgnc,ENSG00000257207,GENOMIC,htseq_counts.csv,ENSG00000257207.5,,PUBLIC,integer
hgnc,ENSG00000258468,GENOMIC,htseq_counts.csv,ENSG00000258468.1,,PUBLIC,integer
hgnc,ENSG00000262879,GENOMIC,htseq_counts.csv,ENSG00000262879.6,,PUBLIC,integer
hgnc,ENSG00000173702,GENOMIC,htseq_counts.csv,ENSG00000173702.7,,PUBLIC,integer
hgnc,ENSG00000151465,GENOMIC,htseq_counts.csv,ENSG00000151465.14,,PUBLIC,integer
hgnc,ENSG00000251250,GENOMIC,htseq_counts.csv,ENSG00000251250.3,,PUBLIC,integer
hgnc,ENSG00000168310,GENOMIC,htseq_counts.csv,ENSG00000168310.11,,PUBLIC,integer
hgnc,ENSG00000256377,GENOMIC,htseq_counts.csv,ENSG00000256377.6,,PUBLIC,integer
hgnc,ENSG00000214265,GENOMIC,htseq_counts.csv,ENSG00000214265.11,,PUBLIC,integer
hgnc,ENSG00000236099,GENOMIC,htseq_counts.csv,ENSG00000236099.1,,PUBLIC,integer
hgnc,ENSG00000253343,GENOMIC,htseq_counts.csv,ENSG00000253343.1,,PUBLIC,integer
hgnc,ENSG00000276728,GENOMIC,htseq_counts.csv,ENSG00000276728.1,,PUBLIC,integer
hgnc,ENSG00000142920,GENOMIC,htseq_counts.csv,ENSG00000142920.17,,PUBLIC,integer
hgnc,ENSG00000244515,GENOMIC,htseq_counts.csv,ENSG00000244515.1,,PUBLIC,integer
hgnc,ENSG00000166783,GENOMIC,htseq_counts.csv,ENSG00000166783.22,,PUBLIC,integer
hgnc,ENSG00000259120,GENOMIC,htseq_counts.csv,ENSG00000259120.3,,PUBLIC,integer
hgnc,ENSG00000285106,GENOMIC,htseq_counts.csv,ENSG00000285106.2,,PUBLIC,integer
hgnc,ENSG00000288566,GENOMIC,htseq_counts.csv,ENSG00000288566.1,,PUBLIC,integer
hgnc,ENSG00000224891,GENOMIC,htseq_counts.csv,ENSG00000224891.1,,PUBLIC,integer
hgnc,ENSG00000258629,GENOMIC,htseq_counts.csv,ENSG00000258629.1,,PUBLIC,integer
hgnc,ENSG00000108406,GENOMIC,htseq_counts.csv,ENSG00000108406.10,,PUBLIC,integer
hgnc,ENSG00000081019,GENOMIC,htseq_counts.csv,ENSG00000081019.13,,PUBLIC,integer
hgnc,ENSG00000072864,GENOMIC,htseq_counts.csv,ENSG00000072864.16,,PUBLIC,integer
hgnc,ENSG00000134046,GENOMIC,htseq_counts.csv,ENSG00000134046.12,,PUBLIC,integer
hgnc,ENSG00000225797,GENOMIC,htseq_counts.csv,ENSG00000225797.2,,PUBLIC,integer
hgnc,ENSG00000078018,GENOMIC,htseq_counts.csv,ENSG00000078018.21,,PUBLIC,integer
hgnc,ENSG00000225721,GENOMIC,htseq_counts.csv,ENSG00000225721.5,,PUBLIC,integer
hgnc,ENSG00000117114,GENOMIC,htseq_counts.csv,ENSG00000117114.20,,PUBLIC,integer
hgnc,ENSG00000176102,GENOMIC,htseq_counts.csv,ENSG00000176102.13,,PUBLIC,integer
hgnc,ENSG00000103222,GENOMIC,htseq_counts.csv,ENSG00000103222.20,,PUBLIC,integer
hgnc,ENSG00000253879,GENOMIC,htseq_counts.csv,ENSG00000253879.2,,PUBLIC,integer
hgnc,ENSG00000197067,GENOMIC,htseq_counts.csv,ENSG00000197067.6,,PUBLIC,integer
hgnc,ENSG00000146005,GENOMIC,htseq_counts.csv,ENSG00000146005.4,,PUBLIC,integer
hgnc,ENSG00000080503,GENOMIC,htseq_counts.csv,ENSG00000080503.24,,PUBLIC,integer
hgnc,ENSG00000228955,GENOMIC,htseq_counts.csv,ENSG00000228955.2,,PUBLIC,integer
hgnc,ENSG00000255457,GENOMIC,htseq_counts.csv,ENSG00000255457.1,,PUBLIC,integer
hgnc,ENSG00000186448,GENOMIC,htseq_counts.csv,ENSG00000186448.15,,PUBLIC,integer
hgnc,ENSG00000253784,GENOMIC,htseq_counts.csv,ENSG00000253784.1,,PUBLIC,integer
hgnc,ENSG00000197893,GENOMIC,htseq_counts.csv,ENSG00000197893.14,,PUBLIC,integer
hgnc,ENSG00000254053,GENOMIC,htseq_counts.csv,ENSG00000254053.1,,PUBLIC,integer
